Geo_Code,Region,Province,Province - Postal,Latitude,Longitude,English and French, English only,French only,Neither English nor French,Average number of children at home per census family,Average number of persons in private households,Average number of persons per census family,Census-family households,Number of census family persons,Population in 2011,Total Private dwellings occupied by usual residents,Total children in census families in private households,Total couple families by family structure and number of children,Total number of census families in private households: note 7,Total number of census families in private households: note 8,Total number of persons aged 65 years and over in private households,Total number of persons in private households,Total private dwellings
T2B,Calgary (Forest Lawn / Dover / Erin Woods),Alberta,AB,51.0209,-113.981,1080,20985,20,605,1.1,2.5,2.8,5775,17100,22731,9148,6585,4500,6015,6015,2240,22620,9758
T2C,Calgary (Lynnwood Ridge / Ogden / Foothills Industrial / Great Plains),Alberta,AB,50.987,-113.9634,1040,17680,10,190,1,2.6,2.8,5230,15400,19219,7342,5600,4390,5405,5405,1635,18820,7661
T2E,Calgary (Bridgeland / Greenview / Zoo / YYC),Alberta,AB,51.0876,-114.0214,2640,28570,30,655,0.8,2,2.6,7665,20330,32555,15676,6225,6315,7800,7795,3275,30980,17099
T2G,Calgary (Inglewood / Burnsland / Chinatown / East Victoria Park / Saddledome),Alberta,AB,51.0272,-114.0349,1135,8855,10,540,0.5,1.6,2.4,2200,5350,12349,6543,1220,1910,2225,2225,1710,10525,7314
T2H,Calgary (Highfield / Burns Industrial),Alberta,AB,50.9894,-114.052,470,7690,5,90,0.8,2.1,2.6,2125,5735,8512,3901,1785,1780,2170,2170,1260,8175,4044
T2J,Calgary (Queensland Downs / Lake Bonavista / Willow Park / Acadia),Alberta,AB,50.8476,-114.1958,3320,43030,45,255,1,2.5,2.9,13580,39465,46722,18239,13665,11955,13845,13845,6855,46175,18772
T2K,Calgary (Thornecliffe / Tuxedo),Alberta,AB,51.1111,-114.0477,2195,31135,30,925,1,2.4,2.8,9265,26340,34319,14576,9285,7545,9505,9505,4835,34285,15223
T2L,Calgary (Brentwood / Collingwood / Nose Hill),Alberta,AB,51.1047,-114.1148,1495,11230,5,150,0.9,2.3,2.8,3460,9705,12887,5550,3155,3030,3520,3515,2310,12750,5776
T2M,Calgary (Mount Pleasant / Capitol Hill / Banff Trail),Alberta,AB,51.133,-113.856,2200,16950,10,230,0.9,2.2,2.7,4645,12970,19445,8853,4130,4085,4750,4750,1675,19215,10157
T2N,Calgary (Kensington / Westmont / Parkdale / University),Alberta,AB,51.0621,-114.1159,3080,19505,10,170,0.8,2,2.7,5565,15110,23247,11116,4630,4880,5610,5610,2110,22590,12100
T2P,Calgary (City Centre / Calgary Tower),Alberta,AB,51.0708,-113.6931,915,10615,20,590,0.5,1.7,2.4,2780,6855,12305,6943,1480,2555,2810,2810,1355,12110,8347
T2R,Calgary (Connaught / West Victoria Park),Alberta,AB,51.0412,-114.0762,1605,10745,20,260,0.4,1.5,2.3,2420,5605,12645,8238,1010,2165,2430,2430,970,12605,9252
T2S,Calgary (Elbow Park / Britannia / Parkhill / Mission),Alberta,AB,51.0233,-114.071,2185,12075,10,65,0.8,1.8,2.7,3210,8725,14368,7823,2635,2875,3220,3220,1475,14210,8522
T2T,Calgary South (Altadore / Bankview / Richmond),Alberta,AB,51.0242,-114.1004,3895,23025,45,150,0.8,1.9,2.7,6350,17370,27337,13904,5355,5620,6395,6395,2045,26955,15185
T2V,Calgary (Oak Ridge / Haysboro / Kingsland / Windsor Park),Alberta,AB,50.9819,-114.1004,2930,28055,30,375,0.9,2.2,2.8,8425,23505,32351,14450,7625,7335,8545,8545,5350,31235,15279
T2W,Calgary (Braeside / Woodbine),Alberta,AB,50.9514,-114.3591,3070,39100,40,380,1,2.5,2.9,12240,35755,42689,16687,12925,10325,12505,12505,4725,42535,17082
T2X,Calgary (Midnapore / Sundance),Alberta,AB,50.8837,-114.0326,2325,31070,25,295,1.3,3,3.2,9405,30545,34049,11373,12525,8420,9605,9605,2115,33640,11679
T2Y,Calgary (Millrise / Somerset / Bridlewood / Evergreen),Alberta,AB,50.9093,-114.1028,3515,53250,65,1000,1.2,2.8,3.1,15715,50100,57965,20321,19330,14475,16300,16300,4000,57520,20955
T2Z,Calgary (Douglas Glen / McKenzie Lake / Copperfield / East Shepard),Alberta,AB,50.9278,-113.9682,3800,51165,45,450,1.2,2.8,3.1,15650,48835,55742,19708,18640,14200,15990,15995,2475,55435,20178
T3A,Calgary (Dalhousie / Edgemont / Hamptons / Hidden Valley),Alberta,AB,51.1264,-114.1419,4210,46885,20,1500,1.2,2.8,3,14535,45885,52765,18676,17585,13260,15045,15040,6065,52615,19102
T3B,Calgary (Montgomery / Bowness / Silver Springs / Greenwood),Alberta,AB,51.0915,-114.2073,3035,31970,20,220,1,2.4,2.8,9730,27775,35892,14546,9430,8435,9910,9910,4315,34650,15210
T3C,Calgary (Rosscarrock / Wildwood / Shaganappi / Sunalta),Alberta,AB,51.0497,-114.1394,2230,19325,30,270,0.9,2,2.7,5240,14490,22173,10829,4795,4385,5305,5310,1975,21840,11835
T3E,Calgary (Lakeview / Glendale / Killarney / Glamorgan),Alberta,AB,50.9899,-114.1574,3425,34455,35,310,1,2.2,2.8,9795,27755,38787,17026,9805,8035,9915,9915,4825,37595,17906
T3G,Calgary (Hawkwood / Arbour Lake / Royal Oak / Rocky Ridge),Alberta,AB,51.1387,-114.2015,4380,51720,50,1090,1.2,2.8,3.1,15845,50230,57277,20257,19660,14275,16290,16290,4615,56995,20660
T3H,Calgary (Discovery Ridge / Signal Hill / Aspen Woods / Patterson / Cougar Ridge),Alberta,AB,51.0419,-114.2,6050,54940,65,840,1.2,2.8,3.1,17045,54600,62084,22168,21500,15690,17405,17410,5355,61515,22865
T3J,Calgary (Martindale / Taradale / Falconridge / Saddle Ridge),Alberta,AB,51.1188,-113.9471,2440,58225,100,4705,1.5,3.7,3.3,15100,58190,65518,17799,25760,14865,17560,17560,3475,65445,18742
T3K,Calgary (Sandstone / Harvest Hills / Coventry Hills / Panorama Hills / Beddington),Alberta,AB,51.1563,-114.0572,3710,65720,65,3045,1.2,2.9,3.1,19485,63030,72609,24957,25010,17645,20370,20375,4645,72410,25606
T3L,Calgary (Tuscany / Scenic Acres),Alberta,AB,51.1467,-114.3133,2620,26010,5,265,1.3,3,3.2,8210,26610,29085,9735,10590,7665,8350,8350,2010,28895,9853
T3M,Calgary (Cranston),Alberta,AB,50.8796,-113.9555,1215,16280,15,130,1.2,2.9,3.1,5020,15850,17635,6109,6035,4700,5115,5115,415,17635,6399
T3N,Calgary Northeast,Alberta,AB,51.1626,-113.9537,115,1810,0,105,1.2,3.2,3.1,535,1820,2035,638,715,525,580,580,65,2035,715
T3P,Calgary (Symons Valley),Alberta,AB,51.2074,-114.1348,370,5765,10,155,1.2,3.1,3.1,1730,5685,6304,2049,2215,1660,1810,1810,205,6300,2117
T3R,Calgary Northwest,Alberta,AB,51.2021,-114.2453,665,11060,5,270,1.2,3.1,3.1,3355,11030,12446,3850,4240,3285,3505,3505,630,11995,4018
T3S,Calgary,Alberta,AB,50.9153,-113.8932,15,310,0,0,1,2.8,2.9,95,290,330,119,95,85,100,100,40,330,130
T3Z,Redwood Meadows,Alberta,AB,51.0691,-114.4727,1115,9265,0,20,1.3,3.1,3.2,3045,9980,10397,3314,3970,2910,3100,3095,975,10380,3496
T4A,Airdrie East,Alberta,AB,51.2799,-113.988,645,10095,5,30,1.1,2.8,3,3065,9545,10783,3811,3620,2775,3150,3150,480,10775,3927
T4B,Airdrie West,Alberta,AB,51.3082,-114.0398,2445,31360,15,85,1.2,2.8,3.1,9305,29535,33992,11977,11720,8325,9485,9490,1880,33715,12490
T4C,Cochrane,Alberta,AB,51.1834,-114.4687,1925,20265,10,30,1.1,2.7,3,6565,19735,22350,8229,7125,5960,6650,6655,2185,21995,8776
T4E,Red Deer County,Alberta,AB,52.212,-113.7239,65,790,0,5,1.1,2.8,3,250,755,850,290,265,235,255,255,85,815,299
T4G,Innisfail,Alberta,AB,52.0269,-113.9507,340,10920,0,25,1,2.5,2.9,3240,9450,11861,4385,3260,2900,3290,3285,1670,10960,4599
T4H,Olds,Alberta,AB,51.7834,-114.102,370,10230,5,5,1,2.4,2.8,3065,8880,10789,4345,2970,2780,3130,3130,1790,10605,4656
T4J,Ponoka,Alberta,AB,52.6768,-113.5815,220,9820,0,20,1.1,2.5,2.9,2810,8370,10259,3996,3065,2440,2865,2865,1385,9920,4260
T4L,Lacombe,Alberta,AB,52.4668,-113.7353,795,14870,0,55,1.1,2.7,3,4435,13585,15887,5882,5060,3995,4525,4525,1910,15590,6233
T4N,Red Deer Central,Alberta,AB,52.2316,-113.8358,1685,30735,20,170,0.9,2.2,2.7,8495,23455,32888,14880,7800,6985,8675,8675,4350,32300,16481
T4P,Red Deer North,Alberta,AB,52.2954,-113.8073,1470,25400,5,180,1,2.5,2.9,7430,21725,27573,10572,7975,6160,7595,7600,1950,26925,11218
T4R,Red Deer South,Alberta,AB,52.2424,-113.7784,2040,31060,10,160,1.1,2.7,3,9140,28040,33673,12176,10595,8105,9345,9340,2445,32985,12467
T4S,Sylvan Lake,Alberta,AB,52.3168,-114.0853,1025,16205,5,5,1.1,2.6,3,4880,14795,17360,6490,5555,4290,4955,4955,1295,17190,7838
T4T,Rocky Mountain House,Alberta,AB,52.3668,-114.9188,580,14365,0,25,1.2,2.7,3,4095,12740,15112,5544,4895,3620,4225,4225,1605,14845,5913
T4V,Camrose,Alberta,AB,53.0168,-112.8353,640,18130,5,35,0.9,2.3,2.8,5335,15030,19167,8151,5030,4600,5405,5405,3285,18710,8637
T4X,Beaumont,Alberta,AB,53.3501,-113.4187,1915,11325,15,25,1.3,3,3.2,3760,12265,13284,4369,5025,3420,3820,3820,590,13285,4566
T5A,Edmonton (West Clareview / East Londonderry),Alberta,AB,53.5931,-113.4077,1925,31030,80,605,1.2,2.5,2.9,8990,27070,33829,13298,10720,7030,9315,9315,3625,33505,14003
T5B,Edmonton (East North Central / West Beverly),Alberta,AB,53.7353,-113.3369,945,13960,20,490,1,2.2,2.7,3640,10415,15561,6968,3905,2695,3815,3815,1805,15265,8047
T5C,Edmonton (Central Londonderry),Alberta,AB,53.5996,-113.4549,885,14570,30,340,1.2,2.6,2.9,4255,12875,16181,6184,5160,3300,4410,4415,2795,15815,6622
T5E,Edmonton (West Londonderry / East Calder),Alberta,AB,53.7358,-113.4524,1635,27245,40,690,1.1,2.5,2.9,7830,23390,30726,11666,9100,6205,8085,8090,4505,29250,12463
T5G,Edmonton (North Central / Queen Mary Park / YXD),Alberta,AB,53.5705,-113.5051,765,10815,10,370,1,2.1,2.7,2745,7755,12323,5569,2805,2095,2855,2855,1180,11890,6601
T5H,Edmonton (North and East Downtown Fringe),Alberta,AB,53.5514,-113.4916,1925,21200,70,1000,0.8,1.8,2.6,4790,12740,26205,13319,4105,3760,4875,4875,2070,23560,15593
T5J,Edmonton (North Downtown),Alberta,AB,53.5428,-113.4974,430,3635,5,70,0.3,1.6,2.2,660,1490,4293,2382,230,600,665,665,125,3740,2926
T5K,Edmonton (South Downtown / South Downtown Fringe),Alberta,AB,53.5366,-113.5103,2410,18590,20,185,0.3,1.5,2.2,4065,8905,22165,14373,1210,3620,4080,4080,2855,20975,15994
T5L,Edmonton (North Westmount / West Calder / East Mistatim),Alberta,AB,53.585,-113.5526,1015,14850,20,205,1,2.4,2.8,4185,12155,16400,6552,4445,3355,4355,4355,2170,15820,6964
T5M,Edmonton (South Westmount / Groat Estate / East Northwest Industrial),Alberta,AB,53.563,-113.5662,1165,12935,10,130,0.9,2,2.7,3370,9160,14450,6646,3110,2610,3435,3435,1485,13490,7314
T5N,Edmonton (Glenora / SW Downtown Fringe),Alberta,AB,53.5436,-113.5574,1430,12825,10,80,0.9,2.1,2.8,3540,9980,14367,6928,3315,3075,3590,3585,1830,14215,7412
T5P,Edmonton (North Jasper Place),Alberta,AB,53.5463,-113.5957,1260,18370,40,290,1,2.2,2.7,4980,13965,20240,9100,4935,3870,5160,5155,2765,19935,9953
T5R,Edmonton (Central Jasper Place / Buena Vista),Alberta,AB,53.5181,-113.5797,2030,22325,20,240,1,2.5,2.8,6745,19705,25444,10003,7115,5670,6920,6915,3945,24545,10388
T5S,Edmonton (West Northwest Industrial / Winterburn),Alberta,AB,53.5634,-113.6697,145,2665,0,0,0.8,2.2,2.6,820,2160,2885,1260,655,670,835,835,445,2765,1302
T5T,Edmonton West (West Jasper Place / West Edmonton Mall),Alberta,AB,53.5185,-113.6579,3770,53855,60,915,1.1,2.6,2.9,15915,48165,59004,22602,18520,13245,16400,16400,5480,58505,23484
T5V,Edmonton (Central Mistatim),Alberta,AB,53.5848,-113.6224,5,115,0,0,1.1,2.7,3.1,35,105,122,46,40,30,35,35,10,120,55
T5W,Edmonton (Central Beverly),Alberta,AB,53.5645,-113.4022,1105,19010,25,275,1.1,2.4,2.8,5370,15610,20507,8511,5940,4105,5565,5560,2805,20240,9014
T5X,Edmonton (East Castledowns),Alberta,AB,53.6313,-113.5245,1970,34040,35,790,1.2,2.8,3.1,10020,31630,36989,13369,12875,8385,10375,10370,3930,36805,13771
T5Y,Edmonton (Landbank / Oliver / East Lake District),Alberta,AB,53.6585,-113.3614,2005,33280,40,915,1.2,2.8,3,9640,30805,36578,12933,12325,8350,10125,10125,2195,36230,13583
T5Z,Edmonton (West Lake District),Alberta,AB,53.6365,-113.4673,1270,23880,20,1140,1.4,3.2,3.2,6960,23790,26315,8224,9990,6405,7395,7395,1840,26305,8438
T6A,Edmonton (North Capilano),Alberta,AB,53.5482,-113.4318,1160,13085,20,100,0.9,2.3,2.7,3950,11055,14710,6323,3770,3255,4030,4025,2515,14335,6722
T6B,Edmonton (SE Capilano / West Southeast Industrial / East Bonnie Doon),Alberta,AB,53.5128,-113.4194,820,8240,15,50,0.9,2.3,2.7,2515,6895,9182,3943,2265,2075,2555,2555,1810,9020,4163
T6C,Edmonton (Central Bonnie Doon),Alberta,AB,53.522,-113.459,2970,16470,115,110,0.9,2.1,2.7,4960,13465,19936,9235,4315,4115,5035,5030,2575,19355,9953
T6E,Edmonton (South Bonnie Doon / East University),Alberta,AB,53.4914,-113.4802,2885,18845,30,160,0.7,1.8,2.5,4715,11925,22138,12127,3135,4030,4760,4760,2000,21850,13751
T6G,Edmonton (West University / Strathcona Place),Alberta,AB,53.521,-113.5324,1700,10025,5,60,0.8,2,2.7,2200,5930,11824,5630,1740,1960,2225,2225,1040,11385,7044
T6H,Edmonton (Southgate / North Riverbend),Alberta,AB,53.3753,-113.4585,2970,27450,50,395,1,2.4,2.9,8060,23580,31184,12825,8410,6930,8235,8240,3880,30610,13710
T6J,Edmonton (Kaskitayo),Alberta,AB,53.4564,-113.521,3780,41535,45,875,1.1,2.5,2.9,12825,38350,46809,18487,14290,10990,13070,13070,6550,46125,19268
T6K,Edmonton (West Mill Woods),Alberta,AB,53.4609,-113.4519,1830,26875,55,580,1.3,2.8,3,7985,25200,29564,10338,10415,6485,8300,8300,2825,29270,10711
T6L,Edmonton (East Mill Woods),Alberta,AB,53.4593,-113.4145,2885,47570,65,1420,1.2,2.9,3.1,13655,44565,52290,17856,18090,11920,14555,14550,4295,51815,18465
T6M,Edmonton Southwest,Alberta,AB,53.4593,-113.6546,1480,20510,15,335,1.2,2.9,3.1,6245,19910,22417,7610,7695,5775,6440,6440,1615,22185,7952
T6N,Edmonton (South Industrial),Alberta,AB,53.465,-113.4776,,,,,,,,,,10,2,,,,,,,2
T6P,Edmonton (East Southeast Industrial / South Clover Bar),Alberta,AB,53.5078,-113.3723,100,1770,0,5,0.9,2.2,2.7,535,1445,1872,853,475,420,545,545,240,1875,896
T6R,Edmonton (Riverbend),Alberta,AB,53.4567,-113.5801,3095,36710,30,800,1.2,2.9,3.1,11305,36215,40934,13945,13970,10625,11620,11620,3425,40260,14638
T6S,Edmonton (North Clover Bar),Alberta,AB,53.5806,-113.3374,,,,,,,,,,37,7,,,,,,,7
T6T,Edmonton (Meadows),Alberta,AB,53.4617,-113.371,1235,21750,20,1135,1.3,3.3,3.2,6010,21570,24190,7301,8815,6040,6715,6715,1115,24145,8055
T6V,Edmonton (West Castledowns),Alberta,AB,53.6112,-113.5746,910,13810,10,435,1.2,2.9,3.1,4030,13200,15171,5249,5260,3715,4225,4225,905,15170,5352
T6W,Edmonton (Heritage Valley),Alberta,AB,53.4179,-113.5785,1490,19935,20,380,1.1,2.6,3,6100,18615,22006,8403,6640,5725,6250,6250,1375,21815,8998
T6X,Edmonton (Ellerslie),Alberta,AB,53.4154,-113.4178,1085,15395,25,435,1.2,2.9,3.1,4490,14580,16954,5871,5510,4305,4765,4760,490,16945,6308
T7A,Drayton Valley,Alberta,AB,53.2168,-114.9854,270,11680,15,10,1.1,2.6,3,3415,10300,12045,4561,3825,3000,3470,3475,1090,11975,4746
T7E,Edson,Alberta,AB,53.5834,-116.4356,705,11930,10,15,1.1,2.5,2.9,3565,10630,12767,4961,3835,3155,3645,3645,1100,12620,5398
T7N,Barrhead,Alberta,AB,54.1334,-114.4021,330,7330,0,25,1,2.4,2.9,2175,6380,7836,3066,2220,1950,2205,2210,1305,7500,3309
T7P,Westlock,Alberta,AB,54.1502,-113.8688,395,7095,0,20,1,2.4,2.9,2045,5945,7766,2975,2080,1790,2080,2075,1430,7145,3211
T7S,Whitecourt,Alberta,AB,54.1501,-115.6855,655,11555,5,20,1.1,2.7,3,3430,10450,12233,4548,3955,2990,3505,3505,605,12170,4871
T7V,Hinton,Alberta,AB,53.4001,-117.5857,1010,9400,5,30,1,2.5,2.9,3025,8845,10440,4089,3085,2680,3085,3085,900,10320,4556
T7X,Spruce Grove North,Alberta,AB,53.5334,-113.9187,1890,32870,15,45,1.1,2.8,3,9935,30500,34870,12576,11480,8795,10215,10215,2925,34665,13331
T7Y,Spruce Grove South,Alberta,AB,53.4184,-113.8097,340,5990,0,10,1.1,2.9,3,1900,5860,6336,2175,2085,1820,1945,1950,705,6330,2261
T7Z,Stony Plain,Alberta,AB,53.5334,-114.0021,1315,21760,10,30,1.1,2.6,2.9,6750,20190,23429,8719,7265,6030,6895,6895,2695,23010,9235
T8A,Sherwood Park West,Alberta,AB,53.528,-113.2512,3145,41530,15,60,1.1,2.8,3,13240,40295,44954,16176,15010,11800,13485,13480,5130,44660,16387
T8B,Sherwood Park Outer Southwest,Alberta,AB,53.4397,-113.2952,495,5880,5,40,1.2,3.1,3.1,1865,6060,6419,2082,2325,1795,1935,1935,715,6420,2256
T8C,Sherwood Park Inner Southwest,Alberta,AB,53.4391,-113.1903,250,4160,0,0,1.1,2.9,3,1310,4095,4414,1505,1485,1255,1350,1355,445,4415,1563
T8E,Sherwood Park Central,Alberta,AB,53.5225,-113.1022,545,7640,0,5,1.1,2.9,3.1,2405,7560,8189,2811,2780,2305,2475,2470,785,8175,2903
T8G,Sherwood Park East,Alberta,AB,53.5052,-112.9529,300,4765,0,5,1.1,2.8,3,1515,4630,5064,1806,1640,1435,1555,1555,415,5060,1922
T8H,Sherwood Park Northwest,Alberta,AB,53.556,-113.2952,1640,21035,30,40,1.1,2.6,3,6405,19430,22995,8573,7290,5665,6480,6480,1935,22415,8890
T8L,Fort Saskatchewan,Alberta,AB,53.7168,-113.2187,1235,19800,10,35,1,2.6,2.9,6060,17960,21254,8108,6425,5365,6165,6170,2170,20880,8925
T8N,St. Albert,Alberta,AB,53.6334,-113.6353,6560,53960,50,105,1.1,2.7,3,17725,53765,61544,22541,20055,15695,18020,18020,6895,60555,23018
T8R,Morinville,Alberta,AB,53.8001,-113.652,1250,11490,10,10,1.2,2.9,3.1,3530,11240,12813,4364,4485,3115,3640,3640,900,12575,4597
T8S,Peace River,Alberta,AB,56.2501,-117.286,940,7285,10,50,1.1,2.6,3,2265,6930,8349,3163,2650,1970,2305,2305,645,8190,3477
T8T,St. Albert,Alberta,AB,53.6867,-113.7102,430,4930,0,5,1.3,3.1,3.2,1500,4990,5362,1698,1990,1450,1545,1545,485,5295,1769
T8V,Grande Prairie Central,Alberta,AB,55.173,-118.7582,2425,32920,35,85,1,2.4,2.9,9280,27160,35773,14452,9880,7770,9505,9505,2630,35025,15840
T8W,Grande Prairie South,Alberta,AB,55.1359,-118.8036,1200,13605,15,40,1.2,2.9,3.1,4145,13065,14888,5119,5080,3775,4210,4210,355,14855,5372
T8X,Grande Prairie East,Alberta,AB,55.1834,-118.7457,825,11545,20,45,1.2,2.8,3.1,3375,10590,12446,4389,4085,3055,3445,3445,505,12430,4580
T9A,Wetaskiwin,Alberta,AB,52.9668,-113.3687,540,14580,5,35,1,2.4,2.8,4215,12180,15451,6184,4240,3620,4315,4315,2560,14880,6535
T9C,Vegreville,Alberta,AB,53.5001,-112.0518,180,6435,0,20,1,2.3,2.8,1880,5405,6925,2902,1890,1615,1900,1895,1225,6630,3175
T9E,Leduc,Alberta,AB,53.2668,-113.552,1475,25360,10,55,1,2.6,2.9,7715,22835,27076,10346,8210,6775,7855,7850,2835,26885,10866
T9G,Devon,Alberta,AB,53.3668,-113.7353,215,6215,0,5,1.1,2.7,3,1845,5635,6510,2387,2120,1640,1880,1880,575,6430,2471
T9H,Fort McMurray Outer Central,Alberta,AB,56.664,-111.1357,1965,24895,40,145,1,2.7,2.9,6780,20470,27096,9798,7105,6235,7135,7140,670,26785,12100
T9J,Fort McMurray Inner Central,Alberta,AB,56.707,-111.3771,350,4160,15,15,1,2.9,2.9,1165,3525,4535,1583,1220,1065,1235,1235,45,4535,1762
T9K,Fort McMurray Northwest,Alberta,AB,56.7538,-111.435,2330,29845,45,220,1.1,2.9,3,8570,26870,32434,11178,9730,8180,8960,8960,300,32420,13472
T9M,Cold Lake,Alberta,AB,54.4502,-110.2017,2115,15185,65,15,1.2,2.7,3,4745,14860,17417,6339,5715,4230,4910,4910,1005,17290,6973
T9N,Bonnyville,Alberta,AB,54.2668,-110.7351,1635,9000,15,20,1.1,2.7,3,2980,9075,10821,3946,3365,2660,3050,3045,950,10645,4245
T9S,Athabasca,Alberta,AB,54.7169,-113.2854,475,6880,0,15,1,2.5,2.9,2140,6280,7458,2871,2175,1925,2185,2185,985,7235,3630
T9V,Lloydminster,Alberta,AB,53.2717,-110.0853,935,17755,10,30,1.1,2.6,3,5140,15735,18951,7244,5850,4645,5235,5235,1705,18585,7767
T9W,Wainwright,Alberta,AB,52.839,-110.8572,400,7040,15,25,1,2.4,2.9,2090,6175,7714,3020,2170,1870,2130,2125,815,7360,3317
T9X,Vermilion,Alberta,AB,53.3669,-110.8517,145,5335,0,0,1.1,2.4,2.9,1530,4550,5659,2293,1620,1385,1545,1545,775,5480,2548
V0A,Upper Columbia Region (Golden),British Columbia,BC,51.2994,-116.939,1215,11860,5,30,0.8,2.3,2.7,3885,10710,13197,5581,3315,3445,3945,3950,1750,12960,9172
V0B,East Kootenays (Fernie),British Columbia,BC,49.6775,-115.5636,1665,29705,25,25,0.8,2.3,2.7,9490,25790,31610,13715,7565,8610,9620,9625,5770,31095,19797
V0C,Northern British Columbia (Fort Nelson),British Columbia,BC,58.3874,-125.7167,875,26305,10,205,1.1,2.6,3,7520,23300,27439,10229,8885,6690,7725,7725,2280,27060,11749
V0E,Central Okanagan and High Country (Revelstoke),British Columbia,BC,51.505,-119.2034,2605,61660,15,75,0.8,2.3,2.6,19760,53345,64561,27846,15425,17785,20135,20140,12705,63960,36828
V0G,West Kootenays (Rossland),British Columbia,BC,50.053,-117.4291,1670,23975,20,30,0.8,2.3,2.7,7740,21110,25770,11283,6435,6845,7830,7830,4065,25420,13228
V0H,South Okanagan (Summerland),British Columbia,BC,49.4089,-119.0054,2860,48015,20,460,0.7,2.2,2.6,15955,42010,51870,22651,11120,14510,16385,16385,13565,50435,28093
V0J,Omineca and Yellowhead (Smithers),British Columbia,BC,55.9964,-126.8574,2190,51090,15,85,1.1,2.6,2.9,14875,45220,53578,20710,16960,12885,15380,15380,6245,53175,24214
V0K,Cariboo and West Okanagan (100 Mile House),British Columbia,BC,51.4367,-121.6384,1190,31145,10,40,0.7,2.3,2.6,9920,26450,32533,14267,7580,8735,10130,10135,6565,32100,18668
V0L,Chilcotin (Alexis Creek),British Columbia,BC,52.0993,-123.6526,120,4700,0,25,0.9,2.5,2.7,1365,3935,4846,1963,1320,1160,1450,1455,790,4815,2732
V0M,Harrison Lake Region (Agassiz),British Columbia,BC,49.6346,-122.038,375,9955,0,30,0.9,2.4,2.8,3010,8575,11207,4274,2825,2630,3115,3120,2010,10260,5365
V0N,"North Island, Sunshine Coast, and Southern Gulf Islands (Whistler)",British Columbia,BC,50.5838,-125.1793,6965,68835,50,205,0.8,2.3,2.7,21455,59200,76287,32442,18210,19030,21960,21960,11985,74640,47098
V0P,North Central Island and Bute Inlet Region (Gold River),British Columbia,BC,50.3885,-125.6093,500,6520,0,5,0.8,2.2,2.7,2030,5500,7029,3155,1645,1780,2075,2080,1180,6870,4538
V0R,Central Island (Chemainus),British Columbia,BC,49.027,-124.8461,4210,58565,25,40,0.8,2.3,2.6,18800,50900,63089,27016,14905,16720,19275,19275,11510,61940,31651
V0S,Juan de Fuca Shore (Sooke),British Columbia,BC,48.557,-124.1515,10,255,0,0,1,2.4,2.7,65,205,268,111,75,55,70,75,25,265,147
V0T,Inside Passage and the Queen Charlottes (Queen Charlotte City),British Columbia,BC,52.5629,-128.5226,380,8415,5,10,1,2.4,2.8,2370,7070,8830,3589,2615,1940,2510,2515,1065,8705,4467
V0V,Lower Skeena (Port Edward),British Columbia,BC,53.9725,-129.8986,25,2170,0,0,1.4,3,3.1,575,1925,2202,743,840,465,620,620,230,2200,959
V0W,Atlin Region (Atlin),British Columbia,BC,59.6378,-133.5433,25,360,0,0,0.4,1.7,2.3,115,270,386,223,45,105,115,115,85,385,460
V0X,Similkameen (Hope),British Columbia,BC,49.3688,-120.6569,760,19005,10,70,0.8,2.3,2.7,5840,16000,19974,8601,4900,5130,5970,5970,4505,19625,10736
V1A,Kimberley,British Columbia,BC,49.6832,-115.9855,370,7140,0,5,0.8,2.2,2.6,2305,6125,7574,3354,1745,2050,2325,2325,1385,7400,3862
V1B,Vernon East,British Columbia,BC,50.084,-118.938,1415,18935,0,45,0.9,2.6,2.8,6205,17965,20468,7694,5895,5730,6345,6345,3320,20160,8804
V1C,Cranbrook,British Columbia,BC,49.4999,-115.7688,1045,22960,5,25,0.9,2.4,2.7,7165,19985,24355,10115,6495,6210,7280,7280,3930,23850,10643
V1E,Salmon Arm,British Columbia,BC,50.6998,-119.2691,1185,17600,5,30,0.9,2.3,2.7,5495,15335,19133,7955,4925,4800,5615,5615,3910,18505,8432
V1G,Dawson Creek,British Columbia,BC,55.7666,-120.2362,780,13570,5,25,1,2.4,2.9,3925,11440,14539,5987,4155,3285,4005,4005,1705,14195,6640
V1H,Vernon West,British Columbia,BC,50.2868,-119.4975,740,11560,5,50,0.7,2.3,2.6,4025,10540,12423,5320,2755,3655,4130,4130,2970,12315,6909
V1J,Fort St. John,British Columbia,BC,56.2499,-120.8529,1200,22525,0,120,1.1,2.5,3,6315,19070,23959,9313,7095,5545,6430,6435,1575,23505,10135
V1K,Merritt,British Columbia,BC,50.1122,-120.7942,540,9090,0,50,0.9,2.4,2.7,2755,7820,9772,3946,2660,2310,2855,2855,1620,9535,4405
V1L,Nelson,British Columbia,BC,49.4999,-117.2855,1630,14645,5,30,0.9,2.2,2.7,4525,12495,16512,7364,4120,3785,4590,4595,2410,16220,8021
V1M,Langley Township North,British Columbia,BC,49.1661,-122.5792,2030,28125,10,270,1.2,2.8,3,8645,26980,30664,10984,10360,7720,8895,8895,3930,30295,11292
V1N,Castlegar,British Columbia,BC,49.2998,-117.6689,630,11370,5,30,0.8,2.3,2.7,3595,9890,12169,5157,3100,3135,3655,3650,2110,11890,5571
